"Id","SalePrice"
1770,151516.941666607
1771,133547.710993182
1772,136704.282071547
1773,114080.165319256
1774,146517.330732509
1775,143915.250330495
1776,126192.718955224
1777,108621.653169758
1778,145788.202441396
1779,122049.915645274
1780,157930.452051698
1781,124391.545098931
1782,77300.5902825912
1783,143245.980701889
1784,105083.400652394
1785,135987.214141948
1786,112638.774432312
1787,146756.08078929
1788,55678.9550537441
1789,100803.60707101
1790,59591.8481153766
1791,196206.580046558
1792,163013.52634022
1793,136892.812240397
1794,162344.400172234
1795,130336.476695181
1796,131718.31346071
1797,119097.17356941
1798,128912.845557671
1799,104790.726579241
1800,127508.087772184
1801,115963.69690574
1802,112592.22416439
1803,160410.71991622
1804,131597.760162368
1805,136484.099272015
1806,129109.289666943
1807,146743.128780267
1808,118556.182569098
1809,128166.397660555
1810,143812.054713371
1811,137836.677498495
1812,111564.857572169
1813,132325.400686044
1814,89645.0322789597
1815,50059.9963020053
1816,98014.7096809619
1817,112381.595336038
1818,170763.016516325
1819,142612.738359407
1820,33052.5540479321
1821,103672.045989886
1822,145685.291735593
1823,34533.3790099088
1824,135296.287114793
1825,143046.605668776
1826,107226.265458628
1827,107700.664019088
1828,141530.081567294
1829,138201.499885863
1830,147994.803660108
1831,157510.21421396
1832,37775.6404726693
1833,146122.731845553
1834,116366.781373039
1835,121260.972888019
1836,137932.641908761
1837,88800.3244740574
1838,111053.799931801
1839,108280.372007773
1840,154584.433228562
1841,134672.564499946
1842,64428.303532589
1843,133027.108881121
1844,143889.185590274
1845,132925.410210582
1846,154356.418811161
1847,166547.895540055
1848,44277.0087984095
1849,114452.005401499
1850,111190.686845381
1851,144423.76084717
1852,116046.665155241
1853,110596.9185602
1854,161339.127794582
1855,152415.221876889
1856,221335.256602761
1857,130546.241858372
1858,148846.80850721
1859,105269.454042493
1860,136896.340642039
1861,112328.171646301
1862,288973.416004447
1863,278245.786682279
1864,278271.533930703
1865,370203.594772001
1866,353032.36025503
1867,215270.280022221
1868,290274.497223425
1869,208353.1681878
1870,219014.708702479
1871,258939.779216324
1872,176099.679715786
1873,242939.722085403
1874,147191.785967742
1875,177592.904149978
1876,201324.099751699
1877,208176.371138512
1878,195332.131482325
1879,141743.771044994
1880,142082.473841734
1881,242113.15281974
1882,237220.479328888
1883,188551.00458452
1884,203765.459355844
1885,230387.050813834
1886,289090.483943323
1887,214901.723076473
1888,257542.075785895
1889,167829.246572337
1890,110658.819641484
1891,132437.685358342
1892,101924.500052901
1893,133653.417718089
1894,117627.772951744
1895,137396.201781576
1896,123086.720121138
1897,115345.90509721
1898,104952.569715902
1899,159647.254821757
1900,160046.33942405
1901,181613.329212396
1902,179063.742554928
1903,222175.023586233
1904,168398.658067817
1905,211346.345522362
1906,167558.288059766
1907,230798.170582046
1908,112187.639992187
1909,136780.57180272
1910,128188.985097446
1911,229862.418688036
1912,312625.18190952
1913,148997.016142194
1914,47811.1307101569
1915,347479.132228339
1916,39637.9366534602
1917,227948.448165665
1918,134696.833312625
1919,160410.030793863
1920,162507.960831945
1921,390805.092361887
1922,347132.273505373
1923,234720.547988854
1924,214798.388503417
1925,204392.773231008
1926,386674.967497244
1927,127778.456351396
1928,161746.204228254
1929,121299.843582644
1930,118594.685313271
1931,127668.897839856
1932,130383.682119378
1933,197273.564798182
1934,188904.033897076
1935,169426.932036663
1936,209367.822433241
1937,178306.478459796
1938,167735.301513663
1939,272310.202975108
1940,203446.640946093
1941,175009.287916695
1942,162993.026391454
1943,237692.1555747
1944,374767.547598691
1945,420104.504918501
1946,148039.899220581
1947,132698.363794659
1948,179744.497669263
1949,235801.582536466
1950,180938.855729662
1951,248595.588284767
1952,204534.772081431
1953,168067.578749457
1954,181940.780345767
1955,132322.440030868
1956,277534.76736164
1957,158037.173951552
1958,242660.315803012
1959,133278.584908878
1960,98070.5313862956
1961,114432.105672388
1962,99995.6348184408
1963,111409.376342783
1964,106228.253885881
1965,140674.95534892
1966,134118.828439233
1967,306092.563347133
1968,413926.567862579
1969,400514.500477206
1970,401986.065910925
1971,450485.915180173
1972,371505.408042918
1973,290007.949728699
1974,336694.888663252
1975,387144.720595081
1976,278346.779648195
1977,363051.2245573
1978,349373.550070695
1979,326392.663300682
1980,198628.540545979
1981,362451.283656347
1982,213871.890039628
1983,199776.54464464
1984,183501.172560232
1985,228843.352212421
1986,205677.819529675
1987,210356.961590821
1988,171348.203410247
1989,187959.498070089
1990,204814.457694645
1991,230562.328317631
1992,225808.683185198
1993,168708.065969584
1994,230808.558165238
1995,182623.992532657
1996,287651.530547566
1997,327510.049839024
1998,323897.175934583
1999,310039.4211128
2000,324634.870223467
2001,280189.895543091
2002,254257.262271308
2003,245710.198806029
2004,275097.286824704
2005,228961.978770639
2006,218633.500375993
2007,244719.330009484
2008,229532.428493415
2009,200610.738637618
2010,198223.439554675
2011,130631.305828105
2012,177490.079187111
2013,179951.457199741
2014,187425.484368798
2015,212209.072306501
2016,196142.783410001
2017,197297.77557211
2018,92733.1158905295
2019,132452.762541517
2020,77695.9324185617
2021,96155.8532740164
2022,201720.879081562
2023,136802.301669146
2024,292728.378865637
2025,358605.121231197
2026,171423.826904439
2027,154229.95722514
2028,158869.176277618
2029,172674.254397746
2030,258966.959270492
2031,234965.07398884
2032,257862.608056952
2033,252393.914750553
2034,163380.878299934
2035,238181.250945738
2036,194547.552392541
2037,198837.941226629
2038,325795.779454013
2039,231133.630094897
2040,325912.636530412
2041,302261.064885412
2042,216484.16081145
2043,178490.832820821
2044,174029.075105978
2045,202056.375951514
2046,135524.957617774
2047,142517.59963895
2048,132034.445398938
2049,132090.045243386
2050,165082.698216544
2051,106734.399088768
2052,115404.105733737
2053,144918.20091484
2054,92054.8249560082
2055,180644.163947404
2056,136416.516597534
2057,95373.9738064578
2058,214478.744118601
2059,130033.998254245
2060,183860.45401018
2061,176710.143204972
2062,127358.876273045
2063,107220.553944131
2064,137716.176877109
2065,82666.4826619477
2066,164685.453672457
2067,105762.211377881
2068,143194.989649317
2069,87025.9464892338
2070,110720.164574592
2071,92576.7328332636
2072,143695.22997954
2073,125259.004791992
2074,173747.28635803
2075,166339.661020686
2076,124675.360849355
2077,157192.272963668
2078,132554.439599161
2079,120916.429519859
2080,110669.47558585
2081,118477.809308256
2082,130698.624868128
2083,151702.090781894
2084,102435.840993928
2085,109500.834258839
2086,104395.379327321
2087,115567.895042337
2088,101398.984773286
2089,73351.8136954942
2090,116558.289834775
2091,95603.0935972128
2092,132199.136742655
2093,152096.484874503
2094,117668.328278319
2095,138572.843032726
2096,83864.8681694232
2097,101329.38120492
2098,147607.922259361
2099,35225.8482259772
2100,52163.0353684697
2101,111542.860606403
2102,124747.83146878
2103,91431.5072885509
2104,151282.602724565
2105,140216.854365715
2106,46528.8166893364
2107,197952.770280849
2108,124475.509667895
2109,114641.240480055
2110,123167.541049445
2111,158301.396186506
2112,150719.96264025
2113,125460.343995146
2114,116734.180505829
2115,160962.226129502
2116,119457.550478234
2117,153584.515302107
2118,122687.914215236
2119,109842.466606714
2120,109527.682170935
2121,108044.863971713
2122,113658.746810631
2123,93742.6707718776
2124,178514.748959602
2125,132572.812345542
2126,153461.802382519
2127,181811.632010157
2128,128268.087511392
2129,55801.3584844247
2130,141258.719042385
2131,119371.932134166
2132,115368.018429128
2133,127676.554847022
2134,122907.483494576
2135,90806.8171608691
2136,59740.0868434652
2137,102548.051357538
2138,129365.040151462
2139,148221.645742702
2140,143687.17517105
2141,162184.324931852
2142,134292.32982708
2143,156916.752263063
2144,119608.74167821
2145,137395.419232011
2146,184948.627818941
2147,127119.912467941
2148,140488.267895935
2149,149937.117713851
2150,233099.388754147
2151,128922.681121803
2152,199784.505808305
2153,186590.437531488
2154,107877.213866504
2155,139135.791064561
2156,263160.964249165
2157,229197.815085118
2158,234003.065964607
2159,216670.148140571
2160,186268.119354969
2161,230556.98625895
2162,379294.31015373
2163,356000.905912054
2164,246580.956012915
2165,196894.86947249
2166,148748.84047826
2167,228281.45193962
2168,197169.921356859
2169,193165.783992623
2170,212916.068515915
2171,155673.197376128
2172,141811.188325418
2173,175554.857490231
2174,226046.535983755
2175,268217.009857243
2176,309421.791541035
2177,239248.744012091
2178,210624.541430052
2179,129097.351864849
2180,238873.149594047
2181,189258.731829769
2182,218391.330765194
2183,187990.323006854
2184,122639.733081447
2185,121756.33837891
2186,147701.405691155
2187,154090.919474121
2188,161008.809695348
2189,314530.27863005
2190,82195.5434963993
2191,64735.6182425666
2192,87610.936971679
2193,130194.839679625
2194,107142.080461157
2195,107269.683920197
2196,106636.83581429
2197,112356.140584593
2198,163555.693901786
2199,175721.167838459
2200,160689.968398183
2201,153367.874117906
2202,201216.509280676
2203,152535.054649775
2204,187762.588978403
2205,132192.281021357
2206,152358.484728872
2207,218243.547708972
2208,248867.554920951
2209,265320.573948818
2210,120856.569827063
2211,126962.836669481
2212,129367.108045353
2213,107080.501613915
2214,141990.425295352
2215,102196.027009656
2216,165751.798211112
2217,82345.4546328656
2218,84755.8325079165
2219,65385.9511500222
2220,7677.96767597979
2221,347647.966661552
2222,307403.224705838
2223,275538.833201052
2224,200783.204399398
2225,117519.465092051
2226,188772.598807723
2227,189501.348549035
2228,280743.799782847
2229,244076.131497882
2230,148007.85319125
2231,213392.319920908
2232,179516.047248741
2233,181078.515192401
2234,241249.505931766
2235,230714.536729002
2236,246203.765869695
2237,304598.583329175
2238,191704.676741508
2239,122062.563495894
2240,149506.543662727
2241,143954.252670747
2242,119784.389750395
2243,124473.56478987
2244,101683.644112202
2245,108853.116215521
2246,136144.145192617
2247,125600.900289359
2248,119850.876059974
2249,112002.264209664
2250,127219.330658117
2251,101382.483528751
2252,197133.175697526
2253,154003.088472834
2254,176044.793199588
2255,194961.186787881
2256,170780.39171066
2257,207692.927554374
2258,151788.024466978
2259,179712.757027187
2260,119339.023388229
2261,221772.891329
2262,245245.807185421
2263,378548.743944432
2264,469538.613559903
2265,179434.792580825
2266,327190.789554265
2267,399613.64757378
2268,481884.831291199
2269,144275.188154828
2270,183087.302636361
2271,207801.527936945
2272,187779.320925426
2273,149320.984513674
2274,177846.856323823
2275,168025.295194911
2276,196327.543193148
2277,188676.574951256
2278,151508.381978601
2279,119415.020880121
2280,108239.975055059
2281,143560.205717842
2282,155047.210633856
2283,112766.823459036
2284,119586.819484924
2285,140789.273495148
2286,117286.925073288
2287,390976.899938398
2288,296556.900049897
2289,348913.897352027
2290,449819.128384329
2291,348924.393931987
2292,421372.763018258
2293,465377.03568508
2294,394170.899429774
2295,464964.820363777
2296,281620.712743004
2297,382670.995041258
2298,377673.119614424
2299,353059.040565864
2300,327935.979669319
2301,330046.576405121
2302,260749.886389446
2303,246777.260679866
2304,261504.652283573
2305,215080.080580466
2306,205450.442506598
2307,211101.617036666
2308,210437.063179926
2309,310537.015657657
2310,208914.238680267
2311,215455.301170858
2312,192925.456474157
2313,169804.163276751
2314,186782.23824504
2315,185036.59010238
2316,200938.091945873
2317,193522.099144007
2318,185257.795787563
2319,185764.20476508
2320,182885.938783861
2321,236866.541308655
2322,200804.936513379
2323,193600.412401243
2324,166736.766718357
2325,212237.028445813
2326,165418.32874135
2327,194359.876001145
2328,212129.713662029
2329,191008.726790751
2330,183041.608625346
2331,340063.112830689
2332,393995.575176762
2333,321537.680627581
2334,275493.190091192
2335,298384.134903434
2336,322422.512024446
2337,196691.513064396
2338,248638.204403854
2339,213839.062429407
2340,402934.774140038
2341,204616.356020853
2342,226072.181826428
2343,222348.081425884
2344,217428.639112226
2345,226571.932293269
2346,213109.470847934
2347,207151.889350181
2348,246663.34548136
2349,196491.168067955
2350,317609.968906886
2351,291795.942328423
2352,249041.249179238
2353,256011.960522176
2354,162356.477523282
2355,151672.858275894
2356,140306.057011991
2357,195153.99338652
2358,194487.086007828
2359,125559.840716397
2360,113143.607359367
2361,150399.763326884
2362,264185.676667111
2363,144903.416952138
2364,160487.373947731
2365,205467.097691211
2366,184946.218006539
2367,211809.198683105
2368,222528.208849463
2369,208749.403945163
2370,169705.758161065
2371,159291.096273826
2372,191334.757107258
2373,286379.248510022
2374,314048.447942218
2375,241538.711004951
2376,296389.246093753
2377,355104.36948828
2378,133339.502180818
2379,220914.160798285
2380,141669.028555338
2381,162118.691144026
2382,201600.19436235
2383,192016.212207856
2384,229133.42369446
2385,158460.446310856
2386,128336.811154832
2387,132118.872551886
2388,104691.523873777
2389,113165.92747743
2390,147135.225441886
2391,138472.824769017
2392,111496.317283958
2393,159816.51454491
2394,137848.299033481
2395,211692.89299074
2396,145581.19654768
2397,223374.423372357
2398,124751.009635661
2399,81916.6081697426
2400,69612.4660938104
2401,132648.766288033
2402,132864.295369519
2403,141857.757723136
2404,141733.980760856
2405,157304.218692594
2406,137852.924843345
2407,117844.717562428
2408,146269.950423827
2409,106024.652466736
2410,179276.726458219
2411,111977.010061363
2412,162501.798932676
2413,124296.609154562
2414,166811.456833771
2415,128710.527746689
2416,127514.895937382
2417,129648.537193431
2418,128639.669982408
2419,127318.262657918
2420,121037.879064893
2421,340119.285541942
2422,101981.879081064
2423,118944.802760899
2424,136889.149994426
2425,215418.858014341
2426,144277.018262441
2427,136033.355474377
2428,173256.929038439
2429,99562.3605865147
2430,133221.962822704
2431,91632.2440293494
2432,150719.180494899
2433,158187.782500732
2434,148160.374795099
2435,173447.009775501
2436,114506.401093333
2437,97669.3644091713
2438,111401.892145384
2439,90550.5980049857
2440,127686.200281737
2441,95936.3064791128
2442,92955.0193394159
2443,132143.220235586
2444,126844.319519741
2445,81759.2328933304
2446,125270.21286161
2447,186323.164111474
2448,139503.413614359
2449,105499.879269659
2450,151822.916907668
2451,140390.073149737
2452,202190.480042423
2453,98111.7765165387
2454,121521.629192016
2455,121659.0131131
2456,169866.156661334
2457,134815.062392974
2458,133192.508177045
2459,107646.206180473
2460,145859.796042383
2461,131301.652137682
2462,126916.228412777
2463,131083.737274317
2464,186903.208680647
2465,141082.611050588
2466,114859.217600467
2467,125219.003454216
2468,80639.0989566189
2469,85412.2114792725
2470,205418.262996405
2471,219617.712175132
2472,182841.785536104
2473,130880.306300255
2474,69282.9398657619
2475,213276.642195476
2476,117318.646896761
2477,119395.449874437
2478,155944.396995995
2479,104156.190049979
2480,164872.834586419
2481,134582.619040388
2482,101031.698619432
2483,108343.89108641
2484,134213.631762407
2485,116942.372163431
2486,160964.812198377
2487,181477.323862218
2488,162089.999528668
2489,155316.48254299
2490,142943.200974352
2491,110294.871970806
2492,180293.846503533
2493,144622.485756484
2494,150161.068207756
2495,72695.2137644958
2496,222014.738018059
2497,156742.903579012
2498,116002.705756719
2499,85847.9702127698
2500,117054.810491165
2501,140261.846322325
2502,156225.068414494
2503,110632.938807395
2504,432291.30598939
2505,215022.558791459
2506,248322.090162019
2507,276989.100250496
2508,248928.584208281
2509,210000.044249221
2510,203678.898274133
2511,176271.777637847
2512,219084.621787817
2513,215229.674585774
2514,326064.725270588
2515,158800.253387726
2516,173853.425146596
2517,144043.901000994
2518,134716.645325971
2519,242404.688188038
2520,220492.077187392
2521,189378.483962129
2522,216920.791355321
2523,116809.025152599
2524,138289.470675106
2525,147649.377388145
2526,158194.801984834
2527,128938.844609287
2528,127097.632220055
2529,47151.7719686563
2530,124133.151874373
2531,263306.657544888
2532,220302.497645575
2533,194950.197090413
2534,238874.241477766
2535,275355.066650558
2536,224725.17519362
2537,251674.594907469
2538,190726.462493016
2539,185319.408396452
2540,184867.828087965
2541,180967.311101365
2542,166042.763057273
2543,116838.772073644
2544,125684.890974926
2545,136305.424302413
2546,122006.609162502
2547,143238.468823452
2548,163994.632317091
2549,156167.188356005
2550,699894.61832316
2551,134766.878886192
2552,131091.61935182
2553,63807.5673400026
2554,79112.2225658226
2555,104473.635181588
2556,92780.8685497971
2557,99197.6049994128
2558,182883.837781564
2559,154943.968786448
2560,167567.174893262
2561,155671.395103504
2562,152549.991225931
2563,164621.102087493
2564,187820.064657869
2565,152343.91874942
2566,159901.836341127
2567,143864.973952453
2568,228301.615975463
2569,223140.97802303
2570,121427.835957328
2571,202926.998724286
2572,171725.272957178
2573,229731.059985661
2574,208248.395462574
2575,143034.483791271
2576,164427.935302816
2577,163826.966651218
2578,68102.1852493018
2579,34813.5280428251
2580,97795.2957731171
2581,119065.124487146
2582,116477.740354068
2583,291387.676765396
2584,170995.332393685
2585,173434.324036484
2586,213860.38410684
2587,199105.369435914
2588,136656.032466811
2589,143935.798506061
2590,194719.098311962
2591,224948.105255811
2592,215986.858232366
2593,259843.488899643
2594,178503.055981262
2595,207044.937474281
2596,282987.130138481
2597,197633.916796638
2598,271895.685746308
2599,401809.219070207
2600,473891.366963247
2601,127629.138159536
2602,72180.9951108387
2603,82894.3470352126
2604,89407.6319452422
2605,67209.2458598907
2606,135420.105265717
2607,200492.00857282
2608,182298.872769871
2609,148052.849285395
2610,111426.324003221
2611,220683.298882679
2612,151040.12874722
2613,122309.539493733
2614,108547.37337925
2615,157829.990271115
2616,151050.949777269
2617,207615.823061616
2618,203427.108010294
2619,211654.125766736
2620,186595.481797124
2621,175178.894863689
2622,181933.936775766
2623,231558.389674817
2624,286165.916486448
2625,300146.540655367
2626,168972.745885706
2627,185424.063925315
2628,465795.731313863
2629,500368.699582806
2630,380069.731578544
2631,470070.169122293
2632,413980.554670327
2633,320122.455670288
2634,430177.883879203
2635,142435.179841444
2636,159986.010414011
2637,205757.132977956
2638,273436.724388535
2639,181621.827759956
2640,150252.525071234
2641,97060.9432078227
2642,159621.747645388
2643,107887.116932213
2644,117629.419563358
2645,106053.498987244
2646,95257.2235766501
2647,97425.3227497343
2648,144150.27426773
2649,152409.094977394
2650,133785.537368419
2651,135305.255804609
2652,392786.080045959
2653,258089.890715831
2654,277896.397909014
2655,420112.663398447
2656,326668.177436562
2657,379019.089284061
2658,336184.483267471
2659,330978.679988447
2660,362445.287165069
2661,377404.5573656
2662,395501.7455298
2663,279569.067548289
2664,300247.011724068
2665,335524.505026681
2666,300071.904756334
2667,182695.910612888
2668,187464.201594035
2669,187936.029565919
2670,266640.312690664
2671,188733.933964109
2672,192807.005941495
2673,196971.744354129
2674,192591.039615588
2675,185406.921383052
2676,189235.566625341
2677,207662.47554701
2678,236822.105647816
2679,282005.150089184
2680,294389.499754757
2681,411614.742371965
2682,319338.797255422
2683,481337.664727756
2684,322678.818337331
2685,325191.082317541
2686,251712.967966025
2687,302600.25714574
2688,210723.927519556
2689,211353.542689532
2690,390698.028091002
2691,201748.252193286
2692,157190.929418532
2693,210278.173831749
2694,141721.077212444
2695,198731.680253825
2696,187439.561722894
2697,189323.040787087
2698,199482.588929522
2699,166199.512327341
2700,140017.017340786
2701,134959.457714807
2702,87464.7024152951
2703,118140.076711935
2704,142593.231208296
2705,109510.316172396
2706,79450.7423580559
2707,97558.8906337419
2708,140080.764201244
2709,117373.940722944
2710,131354.720830756
2711,415723.585044504
2712,398115.717309321
2713,164668.304810372
2714,141743.138469409
2715,172697.705998601
2716,135495.650407657
2717,184675.208491438
2718,216206.10435773
2719,143083.426417876
2720,178236.94091127
2721,129304.814397392
2722,159019.183818275
2723,145307.279459952
2724,123054.916608568
2725,123256.201129736
2726,148965.778861678
2727,179334.384424964
2728,173245.306627119
2729,139033.867374884
2730,146403.496581396
2731,122946.701117512
2732,134901.482679179
2733,156863.276135861
2734,156741.271475378
2735,133722.357537417
2736,132420.834405161
2737,119502.495473182
2738,123521.330519714
2739,151067.965890747
2740,139786.567302051
2741,147725.971939622
2742,152440.024192646
2743,158420.391485038
2744,159355.02605306
2745,143393.435086928
2746,133223.190207026
2747,146985.038401143
2748,101524.19413744
2749,128421.830645499
2750,115440.272060658
2751,129690.993258197
2752,184368.203075906
2753,145521.242598981
2754,226261.636304582
2755,129430.051822132
2756,83276.4423490335
2757,46117.6690566288
2758,87501.2699148461
2759,160665.807736032
2760,127037.674434552
2761,139615.598869628
2762,128934.408835176
2763,182035.746215725
2764,139840.60223416
2765,283440.808674307
2766,125639.495148251
2767,81014.2311370618
2768,130896.83529453
2769,142764.808490936
2770,136877.344607603
2771,92137.7636098129
2772,105040.922654905
2773,166673.126360404
2774,156528.239095697
2775,125491.52226078
2776,141765.789770049
2777,136925.914485488
2778,112825.465414454
2779,121781.163881369
2780,95699.8023920523
2781,87561.9847129312
2782,88257.3031111911
2783,102042.463921855
2784,120943.25404891
2785,127727.569252132
2786,53190.4634586667
2787,125541.414260661
2788,60153.0572558641
2789,169761.464143933
2790,90734.3750992779
2791,105889.975423749
2792,61463.6085695786
2793,167324.67998549
2794,87333.7557869711
2795,126921.097693529
2796,89360.0820007532
2797,239597.059816954
2798,112475.259821645
2799,125393.452893935
2800,63721.9173414234
2801,110513.858431574
2802,126740.064328024
2803,177975.631893122
2804,133233.044100663
2805,106329.470485796
2806,81354.9239747364
2807,250083.285735078
2808,157728.911314132
2809,124853.603840222
2810,126153.28780042
2811,170556.46079356
2812,175800.660723144
2813,149723.939635391
2814,156608.101661242
2815,98547.2056843122
2816,219495.827155501
2817,133410.644876226
2818,124361.809240799
2819,155915.085609363
2820,138050.127538839
2821,103050.856091801
2822,182976.649620079
2823,324049.630088298
2824,186396.578003795
2825,157898.044401379
2826,136910.709925751
2827,134445.466479231
2828,247127.954624064
2829,213724.849844888
2830,228856.16854883
2831,183292.235994168
2832,255038.440375993
2833,317541.950567602
2834,240892.914380592
2835,226197.851768653
2836,198905.640815646
2837,158051.60576991
2838,148178.136248944
2839,168101.756457186
2840,206913.307156598
2841,199478.378170972
2842,222070.199364809
2843,154655.682243464
2844,180049.362809388
2845,116768.880454702
2846,202488.275987707
2847,212359.441734169
